"fdc_id","description","Calories","Carbohydrate","Protein","Fats","Sugars","sugar_was_estimated"
168711,"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, pan-fried",266,0,32.99,13.83,0,FALSE
168712,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",164,0,22.18,7.68,0,FALSE
168713,"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",941,0,34.6,8.54,0,FALSE
168714,"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",165,0,20.32,9.29,0,FALSE
168715,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",218,0,20.36,14.58,0,FALSE
168716,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",284,0,24.85,19.78,0,FALSE
168717,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",228,0,20,15.83,0,FALSE
168718,"Beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",1164,0,26.16,18.45,0,FALSE
168719,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, select, raw",935,0,20.59,15.04,0,FALSE
168720,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",250,0,26.72,15.11,0,FALSE
168721,"Beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8"" fat, prime, raw",1176,0,19,22.17,0,FALSE
168722,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",273,0,26.43,17.78,0,FALSE
168723,"Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",331,0,23.9,25.39,0,FALSE
168724,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",1043,0,19.37,18.46,0,FALSE
168725,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",262,0,26.48,16.53,0,FALSE
168726,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",842,0,20.3,12.71,0,FALSE
168727,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",243,0,26.96,14.23,0,FALSE
168728,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",895,0,19.92,14.28,0,FALSE
168729,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",257,0,26.8,15.75,0,FALSE
168730,"Beef, chuck, clod roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted",172,0,28.09,5.82,0,FALSE
168731,"Beef, shoulder steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",178,0,28.54,6.25,0,FALSE
168732,"Beef, shoulder steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",708,0,28.71,5.17,0,FALSE
168733,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",805,0,27.66,8.23,0,FALSE
168734,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, all grades, raw",165,0,20.64,8.55,0,FALSE
168735,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",221,0,25.66,12.36,0,FALSE
168736,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, choice, raw",728,0,20.64,9.51,0,FALSE
168737,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",841,0,26.44,9.78,0,FALSE
168738,"Beef, chuck, top blade, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",217,0,26.11,11.65,0,FALSE
168739,"Beef, chuck, top blade, separable lean only, trimmed to 0"" fat, select, cooked, broiled",769,0,26.16,8,0,FALSE
168740,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",712,0,30.12,4.62,0,FALSE
168741,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",162,0,29.7,3.85,0,FALSE
168742,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, select, raw",133,0,20.52,5.71,0,FALSE
168743,"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",708,0,20.15,9.86,0,FALSE
168744,"Beef, plate, inside skirt steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",205,0,26.66,10.06,0,FALSE
168745,"Beef, plate, outside skirt steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",974,0,24.18,14.37,0,FALSE
168746,"Alcoholic beverage, beer, regular, all",43,3.55,0.46,0,2.66,TRUE
168747,"Alcoholic beverage, beer, regular, BUDWEISER",41,2.97,0.36,0,2.97,FALSE
168748,"Alcoholic beverage, beer, light, BUDWEISER SELECT",28,0.87,0.2,0,0.87,FALSE
168749,"Alcoholic beverage, beer, light",123,1.64,0.24,0,0.09,FALSE
168750,"Alcoholic beverage, pina colada, canned",992,27.6,0.6,7.6,11.04,TRUE
168751,"Beverages, almond milk, sweetened, vanilla flavor, ready-to-drink",157,6.59,0.42,1.04,6.25,FALSE
168752,"Alcoholic beverage, pina colada, prepared-from-recipe",728,22.66,0.42,1.88,22.33,FALSE
168753,"Alcoholic beverage, tequila sunrise, canned",460,11.3,0.3,0.1,4.52,TRUE
168754,"Candies, milk chocolate, with almonds",526,53.4,9,34.4,43.9,FALSE
168755,"Candies, milk chocolate, with rice cereal",2136,59.67,7.64,29.37,51.06,FALSE
168756,"Candies, MARS SNACKFOOD US, MILKY WAY Bar",1907,71.17,4.01,17.23,59.69,FALSE
168757,"Candies, HERSHEY'S SKOR Toffee Bar",541,63.73,3.13,30.37,59.89,FALSE
168758,"Toppings, strawberry",254,66.3,0.2,0.1,27.38,FALSE
168759,"Candies, MOUNDS Candy Bar",493,58.88,4.6,26.6,46.19,FALSE
168760,"Candies, MR. GOODBAR Chocolate Bar",538,54.34,10.22,33.21,47.22,FALSE
168761,"Candies, NESTLE, 100 GRAND Bar",1957,70.97,2.5,19.33,51.9,FALSE
168762,"Candies, NESTLE, CRUNCH Bar and Dessert Topping",500,67,5,26,55,FALSE
168763,"Candies, REESE'S Peanut Butter Cups",2153,55.36,10.24,30.53,47.17,FALSE
168764,"Candies, REESE'S PIECES Candy",2080,59.86,12.46,24.77,53.25,FALSE
168765,"Candies, ROLO Caramels in Milk Chocolate",474,67.95,5.08,20.93,63.93,FALSE
168766,"Candies, NESTLE, AFTER EIGHT Mints",1807,79.53,1.67,11.9,66.6,FALSE
168767,"Candies, MARS SNACKFOOD US, 3 MUSKETEERS Bar",1825,77.77,2.6,12.75,66.89,FALSE
168768,"Candies, MARS SNACKFOOD US, TWIX Caramel Cookie Bars",2102,64.8,4.91,24.85,48.25,FALSE
168769,"Candies, MARS SNACKFOOD US, TWIX Peanut Butter Cookie Bars",547,54.14,9.18,32.67,36.13,FALSE
168770,"Candies, WHATCHAMACALLIT Candy Bar",494,63.23,8.04,23.68,48.86,FALSE
168771,"Chewing gum",360,96.7,0,0.3,66.08,FALSE
168772,"Egg custards, dry mix",1715,82.8,6.9,6.4,16.56,TRUE
168773,"Egg custards, dry mix, prepared with whole milk",122,17.6,3.99,4,4.82,FALSE
168774,"Cocoa, dry powder, unsweetened, HERSHEY'S European Style Cocoa",1715,60,20,10,12,TRUE
168775,"Gelatin desserts, dry mix",1594,90.5,7.8,0,86.04,FALSE
168776,"Candies, YORK BITES",1647,81.64,1.78,7.32,75,FALSE
168777,"Desserts, mousse, chocolate, prepared-from-recipe",941,16.07,4.14,16,14.81,FALSE
168778,"Puddings, chocolate, ready-to-eat",142,23.01,2.09,4.6,17.17,FALSE
168779,"Puddings, chocolate, dry mix, instant",378,87.9,2.3,1.9,67.86,FALSE
168780,"Puddings, chocolate, dry mix, regular, prepared with 2% milk",111,19.76,3.28,2.06,11.85,FALSE
168781,"Puddings, coconut cream, dry mix, instant, prepared with 2% milk",448,19.2,2.9,2.3,7.68,TRUE
168782,"Puddings, rice, ready-to-eat",108,18.39,3.23,2.15,11.59,FALSE
168783,"Puddings, rice, dry mix",1573,91.2,2.7,0.1,18.24,TRUE
168784,"Puddings, vanilla, dry mix, instant",1577,92.9,0,0.6,92.9,FALSE
168785,"Puddings, vanilla, dry mix, instant, prepared with whole milk",477,19.7,2.7,2.9,18.03,FALSE
168786,"Puddings, lemon, dry mix, instant, prepared with 2% milk",449,20.2,2.76,1.71,8.08,TRUE
168787,"Egg custards, dry mix, prepared with 2% milk",112,17.61,4.13,2.83,4.63,FALSE
168788,"Puddings, vanilla, dry mix, regular, prepared with 2% milk",101,18.53,2.94,1.73,7.41,TRUE
168789,"Rennin, chocolate, dry mix, prepared with 2% milk",357,13.47,3.24,2.06,5.39,TRUE
168790,"Rennin, vanilla, dry mix, prepared with 2% milk",324,12.34,3.06,1.77,4.94,TRUE
168791,"Candies, praline, prepared-from-recipe",2028,59.59,3.3,25.9,55.79,FALSE
168792,"Desserts, rennin, vanilla, dry mix",383,99,0,0,19.8,TRUE
168793,"Rennin, vanilla, dry mix, prepared with whole milk",371,12.21,3.03,3.07,4.88,TRUE
168794,"Desserts, rennin, tablets, unsweetened",84,19.8,1,0.1,7.92,TRUE
168795,"Frostings, chocolate, creamy, ready-to-eat",397,63.2,1.1,17.6,57.7,FALSE
168796,"Flan, caramel custard, dry mix, prepared with whole milk",475,18.68,2.95,3,7.47,TRUE
168797,"Puddings, vanilla, ready-to-eat, fat free",89,20.16,2.02,0,15.12,FALSE
168798,"Puddings, tapioca, ready-to-eat, fat free",394,21.31,1.44,0.35,14.18,FALSE
168799,"Puddings, chocolate, ready-to-eat, fat free",390,20.87,1.93,0.3,15.75,FALSE
168800,"Frostings, chocolate, creamy, dry mix, prepared with butter",1708,71.8,1.11,13.06,0.01,FALSE
168801,"Candies, HEATH BITES",2217,63.39,3.94,30.38,60.02,FALSE
168802,"Frostings, vanilla, creamy, dry mix",410,93.8,0.3,4.9,18.76,TRUE
168803,"Frostings, white, fluffy, dry mix",1552,94.9,2.3,0,18.98,TRUE
168804,"Candies, MARS SNACKFOOD US, DOVE Milk Chocolate",2282,59.78,5.94,31.72,55.45,FALSE
168805,"Candies, MARS SNACKFOOD US, DOVE Dark Chocolate",2176,59.4,5.19,32.45,46.27,FALSE
168806,"Candies, MARS SNACKFOOD US, MILKY WAY Caramels, milk chocolate covered",1938,68.49,4.28,19.17,58.65,FALSE
168807,"Candies, MARS SNACKFOOD US, MILKY WAY Caramels. dark chocolate covered",458,67.56,3.82,20.42,54.08,FALSE
168808,"Snacks, GENERAL MILLS, BETTY CROCKER Fruit Roll Ups, berry flavored, with vitamin C",373,85.2,0.1,3.5,38.7,FALSE
168809,"Ice creams, chocolate",904,28.2,3.8,11,25.36,FALSE
168810,"Ice creams, strawberry",192,27.6,3.2,8.4,11.04,TRUE
168811,"Snacks, FARLEY CANDY, FARLEY Fruit Snacks, with vitamins A, C, and E",341,80.9,4.4,0,16.18,TRUE
168812,"Frozen novelties, ice type, italian, restaurant-prepared",53,13.5,0.03,0.02,5.4,TRUE
168813,"Frozen novelties, ice type, pop",331,19.23,0,0.24,13.66,FALSE
168814,"Candies, MARS SNACKFOOD US, M&M's Crispy Chocolate Candies",475,72.4,4.28,19.32,58.94,FALSE
168815,"Frozen yogurts, vanilla, soft-serve",159,24.2,4,5.6,24,FALSE
168816,"Fruit butters, apple",173,42.47,0.39,0.3,35.3,FALSE
168817,"Candies, fudge, chocolate marshmallow, with nuts, prepared-by-recipe",474,67.69,3.24,21.11,13.54,TRUE
168818,"Candies, MARS SNACKFOOD US, SNICKERS Almond bar",472,64.67,5.4,22.4,53.93,FALSE
168819,"Marmalade, orange",1029,66.3,0.3,0,60,FALSE
168820,"Molasses",290,74.73,0,0.1,74.72,FALSE
168821,"Pectin, unsweetened, dry mix",325,90.4,0.3,0.3,18.08,TRUE
168822,"Pie fillings, apple, canned",100,26.1,0.1,0.1,13.8,FALSE
168823,"Candies, MARS SNACKFOOD US, STARBURST Fruit Chews, Tropical fruits",409,82.76,0.41,8.31,58.18,FALSE
168824,"Pie fillings, canned, cherry",481,28,0.37,0.07,11.2,TRUE
168825,"Puddings, banana, dry mix, regular, prepared with whole milk",463,18.44,2.74,2.89,15.98,FALSE
168826,"Puddings, coconut cream, dry mix, instant",1736,83.5,0.9,10,64,FALSE
168827,"Puddings, coconut cream, dry mix, instant, prepared with whole milk",117,19.1,2.9,3.5,7.64,TRUE
168828,"Puddings, coconut cream, dry mix, regular",434,81.84,1,11.36,80.54,FALSE
168829,"Puddings, coconut cream, dry mix, regular, prepared with whole milk",477,17.7,3,3.8,7.08,TRUE
168830,"Puddings, lemon, dry mix, instant, prepared with whole milk",481,20.1,2.7,2.9,8.04,TRUE
168831,"Puddings, lemon, dry mix, regular",363,91.8,0.1,0.5,18.36,TRUE
168832,"Pudding, lemon, dry mix, regular, prepared with sugar, egg yolk and water",109,24.2,0.65,1.12,13.51,FALSE
168833,"Sugars, brown",1590,98.09,0.12,0,97.02,FALSE
168834,"Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup",153,34.56,1.4,0.97,28.57,FALSE
168835,"Syrups, chocolate, fudge-type",350,62.9,4.6,8.9,34.82,FALSE
168836,"Syrups, corn, dark",1195,77.59,0,0,77.59,FALSE
168837,"Syrups, corn, light",283,76.79,0,0.2,76.77,FALSE
168838,"Syrups, table blends, pancake, with 2% maple",265,69.6,0,0.1,42,FALSE
168839,"Syrups, table blends, corn, refiner, and sugar",1335,83.9,0,0,16.78,TRUE
168840,"Candies, MARS SNACKFOOD US, SKITTLES Wild Berry Bite Size Candies",1682,90.76,0.19,4.25,75.92,FALSE
168841,"Toppings, butterscotch or caramel",216,57.01,1.21,0,57,FALSE
168842,"Candies, MARS SNACKFOOD US, SKITTLES Sours Original",1677,91.02,0.18,4,73.16,FALSE
168843,"Candies, MARS SNACKFOOD US, SKITTLES Original Bite Size Candies",405,90.78,0.19,4.37,75.84,FALSE
168844,"Frostings, vanilla, creamy, dry mix, prepared with margarine",413,74.28,0.34,12.74,14.86,TRUE
168845,"Frostings, chocolate, creamy, dry mix, prepared with margarine",1692,71.02,1.1,12.87,14.2,TRUE
168846,"Candies, divinity, prepared-from-recipe",364,89.05,1.32,0.06,78.96,FALSE
168847,"Frozen novelties, ice type, pineapple-coconut",113,23.9,0,2.6,9.56,TRUE
168848,"Frozen yogurts, chocolate, soft-serve",160,24.9,4,6,9.96,TRUE
168849,"Snacks, banana chips",519,58.4,2.3,33.6,35.34,FALSE
168850,"Snacks, beef sticks, smoked",2301,5.4,21.5,49.6,4.05,TRUE
168851,"Snacks, pork skins, barbecue-flavor",2251,1.6,57.9,31.8,1.6,TRUE
168852,"Frostings, glaze, chocolate, prepared-from-recipe, with butter, NFSMI Recipe No. C-32",1502,72.18,1.42,7.17,64.3,FALSE
168853,"Snack, potato chips, made from dried potatoes, plain",545,55.38,4.62,35.28,0.76,FALSE
168854,"Snacks, potato sticks",522,53.3,6.7,34.4,0.22,FALSE
168855,"Snacks, rice cakes, brown rice, rye",1615,79.9,8.1,3.8,15.98,TRUE
168856,"Snacks, sesame sticks, wheat-based, salted",541,46.5,10.9,36.7,0.19,FALSE
168857,"Snacks, corn cakes",387,83.4,8.1,2.4,23.47,FALSE
168858,"Snacks, tortilla chips, nacho-flavor, reduced fat",1862,71.6,8.7,15.2,14.32,TRUE
168859,"Tortilla chips, low fat, baked without fat",448,80.2,11,5.7,0.67,FALSE
168860,"Cheese puffs and twists, corn based, baked, low fat",432,72.35,8.5,12.1,7.29,FALSE
168861,"Snacks, granola bar, fruit-filled, nonfat",1431,77.6,5.9,0.9,45.24,FALSE
168862,"Snacks, KELLOGG, KELLOGG'S, NUTRI-GRAIN Cereal Bars, fruit",365,67.61,4.22,8.67,28.98,FALSE
168863,"Snacks, tortilla chips, low fat, made with olestra, nacho cheese",1330,65.22,8.44,3.53,2.82,FALSE
168864,"Snacks, potato chips, made from dried potatoes, fat-free, made with olestra",1057,56,5.06,0.93,0.59,FALSE
168865,"Snacks, taro chips",498,68.1,2.3,24.9,3.82,FALSE
168866,"Puddings, banana, dry mix, instant, with added oil",1615,89,0,4.4,17.8,TRUE
168867,"Cornmeal, degermed, enriched, yellow",370,79.45,7.11,1.75,1.61,FALSE
168868,"Cornmeal, yellow, self-rising, bolted, plain, enriched",1397,70.28,8.28,3.4,14.06,TRUE
168869,"Cornmeal, yellow, self-rising, bolted, with wheat flour added, enriched",348,73.43,8.41,2.85,14.69,TRUE
168870,"Cornmeal, yellow, self-rising, degermed, enriched",1485,74.79,8.41,1.72,14.96,TRUE
168871,"Millet, cooked",119,23.67,3.51,1,0.13,FALSE
168872,"Oat bran, raw",1029,66.22,17.3,7.03,1.45,FALSE
168873,"Oat bran, cooked",167,11.44,3.21,0.86,4.58,TRUE
168874,"Quinoa, uncooked",1539,64.16,14.12,6.07,4.94,FALSE
168875,"Rice, brown, medium-grain, cooked (Includes foods for USDA's Food Distribution Program)",112,23.51,2.32,0.83,9.4,TRUE
168876,"Rice, brown, parboiled, dry, UNCLE BEN'S",1547,78.68,7.6,2.75,0.5,FALSE
168877,"Rice, white, long-grain, regular, raw, enriched",365,79.95,7.13,0.66,0.12,FALSE
168878,"Rice, white, long-grain, regular, enriched, cooked",544,28.17,2.69,0.28,0.05,FALSE
168879,"Rice, white, medium-grain, raw, enriched",1506,79.34,6.61,0.58,15.87,TRUE
168880,"Rice, white, medium-grain, enriched, cooked",130,28.59,2.38,0.21,11.44,TRUE
168881,"Rice, white, short-grain, enriched, uncooked",358,79.15,6.5,0.52,15.83,TRUE
168882,"Rice, white, short-grain, enriched, cooked",544,28.73,2.36,0.19,11.49,TRUE
168883,"Rice, white, glutinous, unenriched, uncooked",1548,81.68,6.81,0.55,16.34,TRUE
168884,"Rye grain",338,75.86,10.34,1.63,0.98,FALSE
168885,"Rye flour, dark",325,68.63,15.91,2.22,2.31,FALSE
168886,"Rye flour, medium",349,75.43,10.88,1.52,1.1,FALSE
168887,"Rye flour, light",357,76.68,9.82,1.33,0.93,FALSE
168888,"Triticale flour, whole-grain",338,73.14,13.18,1.81,14.63,TRUE
168889,"Wheat, hard red spring",329,68.03,15.4,1.92,0.41,FALSE
168890,"Wheat, hard red winter",1368,71.18,12.61,1.54,0.41,FALSE
168891,"Wheat, soft red winter",331,74.24,10.35,1.56,0.41,FALSE
168892,"Wheat germ, crude",1506,51.8,23.15,9.72,10.36,TRUE
168893,"Wheat flour, whole-grain (Includes foods for USDA's Food Distribution Program)",1424,71.97,13.21,2.5,0.41,FALSE
168894,"Wheat flour, white, all-purpose, enriched, bleached",1523,76.31,10.33,0.98,0.27,FALSE
168895,"Wheat flour, white, all-purpose, self-rising, enriched",1481,74.22,9.89,0.97,0.22,FALSE
168896,"Wheat flour, white, bread, enriched",361,72.53,11.98,1.66,0.31,FALSE
168897,"Wild rice, cooked",101,21.34,3.99,0.34,0.73,FALSE
168898,"Rice flour, brown",1519,76.48,7.23,2.78,0.66,FALSE
168899,"Pasta, gluten-free, corn, dry",1494,79.26,7.46,2.08,15.85,TRUE
168900,"Pasta, gluten-free, corn, cooked",126,27.91,2.63,0.73,11.16,TRUE
168901,"Pasta, homemade, made with egg, cooked",544,23.54,5.28,1.74,9.42,TRUE
168902,"Pasta, homemade, made without egg, cooked",519,25.12,4.37,0.98,10.05,TRUE
168903,"Macaroni, vegetable, enriched, dry",367,74.88,13.14,1.04,14.98,TRUE
168904,"Macaroni, vegetable, enriched, cooked",536,26.61,4.53,0.11,1.15,FALSE
168905,"Noodles, chinese, chow mein",1973,63.64,10.88,21.24,12.73,TRUE
168906,"Noodles, japanese, soba, dry",1406,74.62,14.38,0.71,14.92,TRUE
168907,"Noodles, japanese, soba, cooked",414,21.44,5.06,0.1,8.58,TRUE
168908,"Noodles, japanese, somen, dry",1490,74.1,11.35,0.81,14.82,TRUE
168909,"Noodles, japanese, somen, cooked",131,27.54,4,0.18,11.02,TRUE
168910,"Pasta, whole-wheat, cooked (Includes foods for USDA's Food Distribution Program)",149,30.07,5.99,1.71,0.75,FALSE
168911,"Spaghetti, spinach, dry",372,74.81,13.35,1.57,2.72,FALSE
168912,"Spaghetti, spinach, cooked",130,26.15,4.58,0.63,10.46,TRUE
168913,"Wheat flours, bread, unenriched",1510,72.53,11.98,1.66,0.31,FALSE
168914,"Rice noodles, cooked",454,24.01,1.79,0.2,0.03,FALSE
168915,"Pasta, whole grain, 51% whole wheat, remaining unenriched semolina, dry",1515,73.1,13.51,2.68,2.6,FALSE
168916,"Pasta, whole grain, 51% whole wheat, remaining unenriched semolina, cooked",159,31.51,5.82,1.5,0.85,FALSE
168917,"Quinoa, cooked",503,21.3,4.4,1.92,0.87,FALSE
168918,"Teff, cooked",422,19.86,3.87,0.65,7.94,TRUE
168919,"Noodles, egg, cooked, enriched, with added salt",578,25.16,4.54,2.07,0.4,FALSE
168920,"Corn grain, white",1527,74.26,9.42,4.74,14.85,TRUE
168921,"Corn flour, whole-grain, blue (harina de maiz morado)",1524,73.89,8.75,5.09,0,FALSE
168922,"Cornmeal, degermed, enriched, white",1547,79.45,7.11,1.75,1.61,FALSE
168923,"Cornmeal, white, self-rising, bolted, plain, enriched",334,70.28,8.28,3.4,14.06,TRUE
168924,"Cornmeal, white, self-rising, bolted, with wheat flour added, enriched",1456,73.43,8.41,2.85,14.69,TRUE
168925,"Cornmeal, white, self-rising, degermed, enriched",355,74.79,8.41,1.72,14.96,TRUE
168926,"Noodles, egg, unenriched, cooked, without added salt",578,25.16,4.54,2.07,0.4,FALSE
168927,"Pasta, dry, unenriched",371,74.67,13.04,1.51,2.67,FALSE
168928,"Pasta, cooked, unenriched, without added salt",660,30.86,5.8,0.93,0.56,FALSE
