"fdc_id","description","Calories","Carbohydrate","Protein","Fats","Sugars","sugar_was_estimated"
173581,"Butter, light, stick, with salt",2088,0,3.3,55.1,0,FALSE
173582,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",533,0.86,0.17,59.81,0.86,TRUE
173583,"Margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, with salt",2199,0,0.6,59.17,0,FALSE
173584,"Shortening, vegetable, household, composite",884,0,0,99.97,0,FALSE
173585,"Margarine, regular, 80% fat, composite, stick, without salt",2999,0.7,0.16,80.71,0.7,TRUE
173586,"Margarine-like spread with yogurt, approximately 40% fat, tub, with salt",1381,2,2,35,2,TRUE
173587,"Margarine, 80% fat, stick, includes regular and hydrogenated corn and soybean oils",717,0.7,0.16,80.71,0.7,TRUE
173588,"Margarine, margarine-type vegetable oil spread, 70% fat, soybean and partially hydrogenated soybean, stick",2627,1.53,0.26,70.22,1.53,TRUE
173589,"Margarine Spread, 40-49% fat, tub",1679,0,0.27,44.46,0,FALSE
173590,"Salad dressing, italian dressing, fat-free",195,8.75,0.97,0.87,8.85,FALSE
173591,"Salad dressing, ranch dressing, fat-free",497,26.51,0.25,1.92,5.35,FALSE
173592,"Salad dressing, ranch dressing, regular",1798,5.9,1.32,44.54,4.69,FALSE
173593,"Salad dressing, ranch dressing, reduced fat",196,21.33,1.25,12.42,3.77,FALSE
173594,"Salad dressing, mayonnaise, light",238,9.23,0.37,22.22,3.56,FALSE
173595,"Oil, industrial, coconut, principal uses candy coatings, oil sprays, roasting nuts",3699,0,0,100,0,FALSE
173596,"Oil, industrial, soy (partially hydrogenated), principal uses popcorn and flavoring vegetables",884,0,0,100,0,FALSE
173597,"Shortening, industrial, soy (partially hydrogenated), pourable liquid fry shortening",3699,0,0,100,0,FALSE
173598,"Oil, industrial, soy, refined, for woks and light frying",3699,0,0,100,0,FALSE
173599,"Margarine-like shortening, industrial, soy (partially hydrogenated), cottonseed, and soy, principal use flaky pastries",2626,0,0,71,0,FALSE
173600,"Oil, industrial, palm kernel, confection fat, uses similar to high quality cocoa butter",3699,0,0,100,0,FALSE
173601,"Oil, industrial, palm kernel (hydrogenated), confection fat, uses similar to 95 degree hard butter",3699,0,0,100,0,FALSE
173602,"Oil, industrial, palm kernel (hydrogenated), confection fat, intermediate grade product",884,0,0,100,0,FALSE
173603,"Oil, industrial, palm kernel (hydrogenated), filling fat",3699,0,0,100,0,FALSE
173604,"Oil, industrial, soy (partially hydrogenated ), palm, principal uses icings and fillings",884,0,0,100,0,FALSE
173605,"Margarine, industrial, non-dairy, cottonseed, soy oil (partially hydrogenated ), for flaky pastries",2989,0,1.9,80.2,0,FALSE
173606,"Shortening, industrial, soy (partially hydrogenated ) and corn for frying",884,0,0,100,0,FALSE
173607,"Shortening, industrial, soy (partially hydrogenated ) for baking and confections",884,0,0,100,0,FALSE
173608,"Margarine-like spread, SMART BEAT Super Light without saturated fat",661,0,0,17.1,0,FALSE
173609,"Margarine-like spread, SMART BEAT Smart Squeeze",197,7.1,0,2.1,1,FALSE
173610,"Margarine-like spread, SMART BALANCE Omega Plus Spread (with plant sterols & fish oil)",2531,0.16,0.13,70.95,0.16,TRUE
173611,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, fried, flour",1025,1.63,26.96,13.72,1.63,TRUE
173612,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, roasted",797,0,23.35,10.15,0,FALSE
173613,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, stewed",204,0,25.32,10.64,0,FALSE
173614,"Chicken, broilers or fryers, dark meat, drumstick, meat only, raw",116,0,19.41,3.71,0,FALSE
173615,"Chicken, broilers or fryers, leg, meat and skin, cooked, fried, batter",1142,8.72,21.77,16.17,6.54,TRUE
173616,"Chicken, broilers or fryers, leg, meat and skin, cooked, fried, flour",254,2.5,26.84,14.43,1.88,TRUE
173617,"Chicken, broilers or fryers, leg, meat and skin, cooked, roasted",184,0,24.03,8.99,0,FALSE
173618,"Chicken, broilers or fryers, leg, meat and skin, cooked, stewed",220,0,24.17,12.92,0,FALSE
173619,"Chicken, broilers or fryers, leg, meat only, raw",120,0,19.16,4.22,0,FALSE
173620,"Chicken, broilers or fryers, neck, meat and skin, cooked, fried, batter",330,8.7,19.82,23.52,6.52,TRUE
173621,"Chicken, broilers or fryers, neck, meat and skin, cooked, fried, flour",1389,4.24,24.01,23.61,3.18,TRUE
173622,"Chicken, broilers or fryers, neck, meat and skin, cooked simmered",247,0,19.61,18.1,0,FALSE
173623,"Chicken, broilers or fryers, neck, meat only, raw",154,0,17.55,8.78,0,FALSE
173624,"Chicken, broilers or fryers, thigh, meat and skin, cooked, fried, flour",1096,3.18,26.75,14.98,2.39,TRUE
173625,"Chicken, broilers or fryers, thigh, meat and skin, cooked, roasted",232,0,23.26,14.71,0,FALSE
173626,"Chicken, broilers or fryers, thigh, meat and skin, cooked, stewed",971,0,23.26,14.74,0,FALSE
173627,"Chicken, broilers or fryers, dark meat, thigh, meat only, raw",121,0,19.66,4.12,0,FALSE
173628,"Chicken, broilers or fryers, wing, meat and skin, cooked, fried, batter",324,10.94,19.87,21.81,4.38,TRUE
173629,"Chicken, broilers or fryers, wing, meat and skin, cooked, fried, flour",321,2.39,26.11,22.16,1.79,TRUE
173630,"Chicken, broilers or fryers, wing, meat and skin, cooked, roasted",1062,0,23.79,16.87,0,FALSE
173631,"Chicken, broilers or fryers, wing, meat and skin, cooked, stewed",249,0,22.78,16.82,0,FALSE
173632,"Chicken, broilers or fryers, wing, meat only, raw",126,0,21.97,3.54,0,FALSE
173633,"Chicken, roasting, meat and skin and giblets and neck, cooked, roasted",220,0.05,23.96,13.07,0.05,TRUE
173634,"Canada Goose, breast meat only, skinless, raw",558,0,24.31,4.02,0,FALSE
173635,"Chicken, roasting, meat and skin, cooked, roasted",933,0,23.97,13.39,0,FALSE
173636,"Chicken, roasting, meat only, raw",111,0,20.33,2.7,0,FALSE
173637,"Chicken, roasting, light meat, meat only, cooked, roasted",153,0,27.13,4.07,0,FALSE
173638,"Chicken, roasting, dark meat, meat only, raw",473,0,18.74,3.61,0,FALSE
173639,"Chicken, roasting, dark meat, meat only, cooked, roasted",178,0,23.25,8.75,0,FALSE
173640,"Chicken, stewing, meat and skin, and giblets and neck, raw",1050,0.19,17.48,19.52,0.19,TRUE
173641,"Chicken, stewing, giblets, raw",168,2.13,17.89,9.21,1.6,TRUE
173642,"Chicken, stewing, giblets, cooked, simmered",194,0.11,25.73,9.3,0.11,TRUE
173643,"Chicken, stewing, light meat, meat only, raw",573,0,23.1,4.21,0,FALSE
173644,"Chicken, stewing, light meat, meat only, cooked, stewed",213,0,33.04,7.98,0,FALSE
173645,"Chicken, capons, meat and skin, raw",234,0,18.77,17.07,0,FALSE
173646,"Chicken, capons, meat and skin, cooked, roasted",958,0,28.96,11.65,0,FALSE
173648,"Beverages, coffee substitute, cereal grain beverage, powder, prepared with whole milk",272,5.6,3.3,3.3,4.2,TRUE
173649,"Beverages, Dairy drink mix, chocolate, reduced calorie, with low-calorie sweeteners, powder",1377,51.4,25,2.6,32.94,FALSE
173650,"Beverages, dairy drink mix, chocolate, reduced calorie, with aspartame, powder, prepared with water and ice",121,4.51,2.19,0.23,2.89,FALSE
173651,"Beverages, Orange-flavor drink, breakfast type, with pulp, frozen concentrate.",720,42.9,0.1,0.5,11.7,FALSE
173652,"Beverages, Orange-flavor drink, breakfast type, with pulp, frozen concentrate, prepared with water",49,12.21,0.03,0.14,11.91,FALSE
173653,"Cranberry juice cocktail, frozen concentrate",201,51.45,0.05,0,42.5,FALSE
173654,"Cranberry juice cocktail, frozen concentrate, prepared with water",198,11.81,0.01,0,9.76,FALSE
173658,"Beverages, DANNON, water, bottled, non-carbonated, with Fluoride",1,0.03,0,0,0.03,TRUE
173659,"Beverages, drink mix, QUAKER OATS, GATORADE, orange flavor, powder",1621,94.11,0,1.23,80.5,FALSE
173660,"Beverages, PEPSICO QUAKER, Gatorade, G performance O 2, ready-to-drink.",26,6.43,0,0,5.24,FALSE
173661,"Whiskey sour mix, bottled, with added potassium and sodium",351,21.4,0.1,0.1,8.56,TRUE
173662,"Alcoholic beverage, whiskey sour",149,13.17,0,0.03,5.27,TRUE
173663,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 94 proof",275,0,0,0,0,FALSE
173664,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 100 proof",295,0,0,0,0,FALSE
173665,"Alcoholic beverage, liqueur, coffee, 63 proof",1289,32.2,0.1,0.3,32.2,FALSE
173666,"Lemonade, frozen concentrate, pink",192,48.86,0.22,0.69,46.46,FALSE
173667,"Beverages, lemonade, frozen concentrate, pink, prepared with water",43,10.81,0.05,0.15,10.28,FALSE
173668,"Fish, herring, Atlantic, kippered",908,0,24.58,12.37,0,FALSE
173669,"Fish, herring, Pacific, raw",195,0,16.39,13.88,0,FALSE
173670,"Fish, ling, raw",87,0,18.99,0.64,0,FALSE
173671,"Fish, lingcod, raw",356,0,17.66,1.06,0,FALSE
173672,"Fish, mackerel, Pacific and jack, mixed species, raw",158,0,20.07,7.89,0,FALSE
173673,"Fish, mackerel, spanish, raw",582,0,19.29,6.3,0,FALSE
173674,"Fish, mackerel, spanish, cooked, dry heat",158,0,23.59,6.32,0,FALSE
173675,"Fish, milkfish, raw",148,0,20.53,6.73,0,FALSE
173676,"Fish, monkfish, raw",318,0,14.48,1.52,0,FALSE
173677,"Fish, pout, ocean, raw",79,0,16.64,0.91,0,FALSE
173678,"Fish, perch, mixed species, raw",381,0,19.39,0.92,0,FALSE
173679,"Fish, perch, mixed species, cooked, dry heat",490,0,24.86,1.18,0,FALSE
173680,"Fish, pike, northern, raw",88,0,19.26,0.69,0,FALSE
173681,"Fish, pollock, Alaska, cooked, dry heat (may contain additives to retain moisture)",111,0,23.48,1.18,0,FALSE
173682,"Fish, pompano, florida, raw",164,0,18.48,9.47,0,FALSE
173683,"Fish, pompano, florida, cooked, dry heat",883,0,23.69,12.14,0,FALSE
173684,"Fish, rockfish, Pacific, mixed species, raw",90,0,18.36,1.34,0,FALSE
173685,"Fish, sablefish, smoked",257,0,17.65,20.14,0,FALSE
173686,"Fish, salmon, Atlantic, wild, raw",142,0,19.84,6.34,0,FALSE
173687,"Fish, salmon, chinook, smoked",117,0,18.28,4.32,0,FALSE
173688,"Fish, salmon, chinook, raw",750,0,19.93,10.43,0,FALSE
173689,"Fish, salmon, chum, raw",502,0,20.14,3.77,0,FALSE
173690,"Fish, salmon, pink, canned, total can contents",539,0,19.68,4.97,0,FALSE
173691,"Fish, salmon, sockeye, raw",131,0,22.25,4.69,0,FALSE
173692,"Fish, salmon, sockeye, cooked, dry heat",653,0,26.48,5.57,0,FALSE
173693,"Fish, salmon, sockeye, canned, drained solids",167,0,23.59,7.39,0,FALSE
173694,"Fish, sea bass, mixed species, cooked, dry heat",519,0,23.63,2.56,0,FALSE
173695,"Fish, seatrout, mixed species, raw",104,0,16.74,3.61,0,FALSE
173696,"Fish, shad, american, raw",197,0,16.93,13.77,0,FALSE
173697,"Fish, shark, mixed species, raw",130,0,20.98,4.51,0,FALSE
173698,"Fish, snapper, mixed species, raw",418,0,20.51,1.34,0,FALSE
173699,"Fish, snapper, mixed species, cooked, dry heat",536,0,26.3,1.72,0,FALSE
173700,"Fish, spot, raw",123,0,18.51,4.9,0,FALSE
173701,"Fish, sturgeon, mixed species, raw",105,0,16.14,4.04,0,FALSE
173702,"Fish, surimi",414,6.85,15.18,0.9,5.14,TRUE
173703,"Fish, swordfish, raw",144,0,19.66,6.65,0,FALSE
173704,"Fish, swordfish, cooked, dry heat",172,0,23.45,7.93,0,FALSE
173705,"Fish, tilefish, raw",402,0,17.5,2.31,0,FALSE
173706,"Fish, tuna, fresh, bluefin, raw",602,0,23.33,4.9,0,FALSE
173707,"Fish, tuna, fresh, bluefin, cooked, dry heat",770,0,29.91,6.28,0,FALSE
173708,"Fish, tuna, light, canned in oil, drained solids",830,0,29.13,8.21,0,FALSE
173709,"Fish, tuna, light, canned in water, drained solids (Includes foods for USDA's Food Distribution Program)",361,0,19.44,0.96,0,FALSE
173710,"Fish, turbot, european, raw",397,0,16.05,2.95,0,FALSE
173711,"Fish, whitefish, mixed species, raw",561,0,19.09,5.86,0,FALSE
173712,"Fish, whitefish, mixed species, smoked",108,0,23.4,0.93,0,FALSE
173713,"Fish, whiting, mixed species, raw",90,0,18.31,1.31,0,FALSE
173714,"Fish, catfish, channel, wild, cooked, dry heat",439,0,18.47,2.85,0,FALSE
173715,"Fish, salmon, coho, farmed, raw",160,0,21.27,7.67,0,FALSE
173716,"Fish, salmon, coho, farmed, cooked, dry heat",178,0,24.3,8.23,0,FALSE
173717,"Fish, trout, rainbow, farmed, raw",141,0,19.94,6.18,0,FALSE
173718,"Fish, trout, rainbow, farmed, cooked, dry heat",168,0,23.8,7.38,0,FALSE
173719,"Fish, salmon, coho, wild, cooked, dry heat",582,0,23.45,4.3,0,FALSE
173720,"Mollusks, conch, baked or broiled",544,1.7,26.3,1.2,1.7,TRUE
173721,"Salmon nuggets, breaded, frozen, heated",887,13.96,12.69,11.72,5.58,TRUE
173722,"Salmon nuggets, cooked as purchased, unheated",791,11.85,11.97,10.43,4.74,TRUE
173723,"Salmon, sockeye, canned, drained solids, without skin and bones",158,0,26.33,5.87,0,FALSE
173724,"Fish, Salmon, pink, canned, drained solids, without skin and bones",136,0,24.62,4.21,0,FALSE
173725,"Fish, pollock, Alaska, raw",318,0,17.17,0.82,0,FALSE
173726,"Fish, pollock, Alaska, cooked",86.6164,0,19.42,0.9946,0,FALSE
173727,"Beans, adzuki, mature seeds, raw",1377,62.9,19.87,0.53,12.58,TRUE
173728,"Beans, adzuki, mature seeds, cooked, boiled, without salt",128,24.77,7.52,0.1,9.91,TRUE
173729,"Beans, adzuki, mature seeds, canned, sweetened",992,55.01,3.8,0.03,11,TRUE
173730,"Yokan, prepared from adzuki beans and sugar",260,60.72,3.29,0.12,12.14,TRUE
173731,"Beans, baked, home prepared",155,21.63,5.54,5.15,8.65,TRUE
173732,"Beans, baked, canned, with pork and sweet sauce",441,21.57,4.52,0.89,8.23,FALSE
173733,"Beans, baked, canned, with pork and tomato sauce",394,18.69,5.15,0.93,5.67,FALSE
173734,"Beans, black, mature seeds, raw",1425,62.36,21.6,1.42,2.12,FALSE
173735,"Beans, black, mature seeds, cooked, boiled, without salt",552,23.71,8.86,0.54,0.32,FALSE
173736,"Beans, cranberry (roman), mature seeds, cooked, boiled, without salt",569,24.46,9.34,0.46,9.78,TRUE
173737,"Beans, cranberry (roman), mature seeds, canned",347,15.12,5.54,0.28,6.05,TRUE
173738,"Beans, french, mature seeds, raw",1435,64.11,18.81,2.02,12.82,TRUE
173739,"Beans, french, mature seeds, cooked, boiled, without salt",540,24.02,7.05,0.76,9.61,TRUE
173740,"Beans, kidney, all types, mature seeds, cooked, boiled, without salt",532,22.8,8.67,0.5,0.32,FALSE
173741,"Beans, kidney, all types, mature seeds, canned",84,14.5,5.22,0.6,1.85,FALSE
173742,"Beans, kidney, california red, mature seeds, raw",330,59.8,24.37,0.25,11.96,TRUE
173743,"Beans, kidney, california red, mature seeds, cooked, boiled, without salt",124,22.41,9.13,0.09,8.96,TRUE
173744,"Beans, kidney, red, mature seeds, raw",1408,61.29,22.53,1.06,2.1,FALSE
173745,"Beans, navy, mature seeds, raw",1411,60.75,22.33,1.5,3.88,FALSE
173746,"Beans, navy, mature seeds, cooked, boiled, without salt",585,26.05,8.23,0.62,0.37,FALSE
173747,"Beans, navy, mature seeds, canned",473,20.45,7.53,0.43,0.28,FALSE
173748,"Beans, pink, mature seeds, raw",1435,64.19,20.96,1.13,2.14,FALSE
173749,"Beans, small white, mature seeds, raw",1406,62.25,21.11,1.18,12.45,TRUE
173750,"Beans, small white, mature seeds, cooked, boiled, without salt",142,25.81,8.97,0.64,10.32,TRUE
173751,"Beans, yellow, mature seeds, raw",345,60.7,22,2.6,12.14,TRUE
173752,"Beans, yellow, mature seeds, cooked, boiled, without salt",144,25.28,9.16,1.08,0.34,FALSE
173753,"Broadbeans (fava beans), mature seeds, cooked, boiled, without salt",110,19.65,7.6,0.4,1.82,FALSE
173754,"Broadbeans (fava beans), mature seeds, canned",71,12.41,5.47,0.22,4.96,TRUE
173755,"Carob flour",222,88.88,4.62,0.65,49.08,FALSE
173756,"Chickpeas (garbanzo beans, bengal gram), mature seeds, raw",378,62.95,20.47,6.04,10.7,FALSE
173757,"Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, without salt",686,27.42,8.86,2.59,4.8,FALSE
173758,"Cowpeas, common (blackeyes, crowder, southern), mature seeds, raw",336,60.03,23.52,1.26,6.9,FALSE
173759,"Cowpeas, common (blackeyes, crowder, southern), mature seeds, cooked, boiled, without salt",484,20.76,7.73,0.53,3.3,FALSE
173760,"Cowpeas, common (blackeyes, crowder, southern), mature seeds, canned, plain",77,13.63,4.74,0.55,5.45,TRUE
173761,"Cowpeas, common (blackeyes, crowder, southern), mature seeds, canned with pork",83,16.53,2.74,1.6,6.61,TRUE
173762,"Vitasoy USA, Organic Nasoya Extra Firm Tofu",412,2.6,10.1,5.2,0.4,FALSE
173763,"Vitasoy USA, Organic Nasoya Firm Tofu",84,2.3,8.9,4.4,0.3,FALSE
173764,"Vitasoy USA, Organic Nasoya Silken Tofu",47,1.4,4.8,2.5,0.2,FALSE
173765,"Soymilk (All flavors), enhanced",189,3.45,2.94,1.99,2.53,FALSE
173766,"Soymilk, original and vanilla, light, with added calcium, vitamins A and D",30,3.51,2.38,0.77,2.61,FALSE
173767,"Soymilk, chocolate and other flavors, light, with added calcium, vitamins A and D",197,8.24,2.1,0.64,7.13,FALSE
173768,"Soymilk, original and vanilla, light, unsweetened, with added calcium, vitamins A and D",34,3.85,2.62,0.85,0.41,FALSE
173769,"Soymilk (All flavors), lowfat, with added calcium, vitamins A and D",180,7.2,1.65,0.62,3.5,FALSE
173770,"SILK Chocolate, soymilk",58,9.47,2.06,1.44,7.82,FALSE
173771,"SILK Light Plain, soymilk",29,3.29,2.47,0.82,2.47,FALSE
173772,"SILK Light Vanilla, soymilk",33,4.12,2.47,0.82,2.88,FALSE
173773,"SILK Light Chocolate, soymilk",49,9.05,2.06,0.62,7.82,FALSE
173774,"SILK Very Vanilla, soymilk",53,7.82,2.47,1.65,6.58,FALSE
173775,"SILK Nog, soymilk",310,12.3,2.46,1.64,9.84,FALSE
173776,"SILK Chai, soymilk",53,7.82,2.47,1.44,5.76,FALSE
173777,"SILK Mocha, soymilk",58,9.05,2.06,1.44,7.41,FALSE
173778,"SILK Raspberry soy yogurt",368,17.65,2.35,1.18,12.94,FALSE
173779,"SILK Peach soy yogurt",94,18.82,2.35,1.18,14.71,FALSE
173780,"SILK Black Cherry soy yogurt",88,17.06,2.35,1.18,11.76,FALSE
173781,"SILK Blueberry soy yogurt",88,17.06,2.35,1.18,12.35,FALSE
173782,"SILK Hazelnut Creamer",556,20,0,6.67,20,FALSE
173783,"Vitasoy USA Organic Nasoya, Soft Tofu",291,0.74,8.76,3.5,0.3,FALSE
173784,"Vitasoy USA Nasoya, Lite Silken Tofu",179,0,8.21,1.1,0,FALSE
173785,"Vitasoy USA Organic Nasoya, Tofu Plus Extra Firm",385,1.82,10.18,4.9,0.4,FALSE
173786,"Vitasoy USA Azumaya, Silken Tofu",181,0.58,4.82,2.4,0.2,FALSE
173787,"HOUSE FOODS Premium Soft Tofu",59,2.19,6.38,2.71,0.53,FALSE
173788,"HOUSE FOODS Premium Firm Tofu",85,0.97,10.92,4.19,0.4,FALSE
173789,"Beans, adzuki, mature seed, cooked, boiled, with salt",128,24.77,7.52,0.1,9.91,TRUE
173790,"Beans, great northern, mature seeds, cooked, boiled, with salt",494,21.09,8.33,0.45,8.44,TRUE
173791,"Beans, great northern, mature seeds, canned, low sodium",114,21.02,7.37,0.39,1.41,FALSE
173792,"Beans, kidney, all types, mature seeds, cooked, boiled, with salt",127,22.8,8.67,0.5,0.32,FALSE
173793,"Beans, kidney, california red, mature seeds, cooked, boiled, with salt",124,22.41,9.13,0.09,8.96,TRUE
173794,"Beans, navy, mature seeds, cooked, boiled, with salt",585,26.05,8.23,0.62,0.37,FALSE
173795,"Beans, pink, mature seeds, cooked, boiled, with salt",149,27.91,9.06,0.49,0.36,FALSE
173796,"Beans, pinto, mature seeds, cooked, boiled, with salt",600,26.22,9.01,0.65,0.34,FALSE
173797,"Beans, pinto, mature seeds, canned, drained solids, rinsed in tap water",117,20.77,7.04,0.97,8.31,TRUE
173798,"Broadbeans (fava beans), mature seeds, cooked, boiled, with salt",110,19.65,7.6,0.4,1.82,FALSE
173799,"Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, with salt",686,27.42,8.86,2.59,4.8,FALSE
173800,"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained solids",583,22.53,7.05,2.77,4.01,FALSE
173801,"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained, rinsed in tap water",578,22.87,7.04,2.47,4,FALSE
173802,"Lima beans, large, mature seeds, cooked, boiled, with salt",482,20.88,7.8,0.38,2.9,FALSE
173803,"Lima beans, thin seeded (baby), mature seeds, cooked, boiled, with salt",126,23.31,8.04,0.38,9.32,TRUE
173804,"Lupins, mature seeds, cooked, boiled, with salt",487,9.29,15.57,2.92,6.97,TRUE
173805,"Mothbeans, mature seeds, cooked, boiled, with salt",490,20.96,7.81,0.55,8.38,TRUE
173806,"Peanuts, all types, dry-roasted, without salt",587,21.26,24.35,49.66,4.9,FALSE
173807,"Peanuts, spanish, oil-roasted, without salt",2423,17.45,28.01,49.04,6.98,TRUE
173808,"Peanuts, valencia, oil-roasted, without salt",589,16.3,27.04,51.24,6.52,TRUE
173809,"Peanuts, virginia, oil-roasted, without salt",2418,19.86,25.87,48.62,7.94,TRUE
173810,"Lamb, New Zealand, imported, loin chop, separable lean only, raw",142,0,19.98,6.88,0,FALSE
173811,"Lamb, New Zealand, imported, frozen, loin, separable lean only, cooked, broiled",833,0,29.31,8.24,0,FALSE
173812,"Lamb, New Zealand, imported, rack - partly frenched, separable lean and fat, raw",240,0.13,18.12,18.52,0.13,TRUE
173813,"Lamb, New Zealand, imported, rack - partly frenched, separable lean and fat, cooked, fast roasted",1058,0.04,22.06,18.29,0.04,TRUE
173814,"Lamb, New Zealand, imported, frozen, shoulder, whole (arm and blade), separable lean only, cooked, braised",285,0,34.06,15.5,0,FALSE
173815,"Veal, composite of trimmed retail cuts, separable lean and fat, raw",602,0,19.35,6.77,0,FALSE
173816,"Veal, composite of trimmed retail cuts, separable lean and fat, cooked",967,0,30.1,11.39,0,FALSE
173817,"Veal, composite of trimmed retail cuts, separable lean only, raw",112,0,20.2,2.87,0,FALSE
173818,"Veal, leg (top round), separable lean and fat, cooked, braised",211,0,36.16,6.33,0,FALSE
173819,"Veal, leg (top round), separable lean and fat, cooked, pan-fried, breaded",238,9.91,27.29,9.18,0.57,FALSE
173820,"Veal, leg (top round), separable lean and fat, cooked, pan-fried, not breaded",211,0,31.75,8.35,0,FALSE
173821,"Veal, leg (top round), separable lean and fat, cooked, roasted",669,0,27.7,4.65,0,FALSE
173822,"Veal, leg (top round), separable lean only, cooked, roasted",150,0,28.07,3.39,0,FALSE
173823,"Veal, loin, separable lean and fat, raw",177,0.07,20.07,10.07,0.07,TRUE
173824,"Veal, loin, separable lean and fat, cooked, braised",284,0,30.19,17.21,0,FALSE
173825,"Veal, loin, separable lean and fat, cooked, roasted",908,0,24.8,12.32,0,FALSE
173826,"Veal, loin, separable lean only, raw",114,0,21.85,2.9,0,FALSE
173827,"Veal, rib, separable lean and fat, cooked, roasted",954,0,23.96,13.96,0,FALSE
173828,"Veal, rib, separable lean only, raw",120,0,19.97,3.89,0,FALSE
173829,"Veal, rib, separable lean only, cooked, braised",912,0,34.44,7.81,0,FALSE
173830,"Veal, rib, separable lean only, cooked, roasted",177,0,25.76,7.44,0,FALSE
173831,"Veal, shoulder, whole (arm and blade), separable lean only, cooked, braised",199,0,33.68,6.1,0,FALSE
173832,"Veal, shoulder, whole (arm and blade), separable lean only, cooked, roasted",711,0,25.81,6.62,0,FALSE
173833,"Veal, shoulder, arm, separable lean and fat, raw",132,0,19.34,5.44,0,FALSE
173834,"Veal, shoulder, arm, separable lean and fat, cooked, braised",987,0,33.63,10.24,0,FALSE
173835,"Veal, shoulder, blade chop, separable lean and fat, raw",620,0.03,18.72,7.61,0.03,TRUE
173836,"Veal, shoulder, blade, separable lean and fat, cooked, braised",225,0,31.26,10.09,0,FALSE
173837,"Veal, shoulder, blade, separable lean and fat, cooked, roasted",186,0,25.15,8.67,0,FALSE
173838,"Veal, shoulder, blade chop, separable lean only, raw",110,0,19.6,2.88,0,FALSE
173839,"Veal, shoulder, blade, separable lean only, cooked, braised",198,0,32.66,6.48,0,FALSE
173840,"Veal, sirloin, separable lean only, raw",110,0,20.2,2.59,0,FALSE
173841,"Veal, sirloin, separable lean only, cooked, braised",204,0,33.96,6.51,0,FALSE
173842,"Veal, sirloin, separable lean only, cooked, roasted",168,0,26.32,6.22,0,FALSE
173843,"Veal, cubed for stew (leg and shoulder), separable lean only, raw",456,0,20.27,2.5,0,FALSE
173844,"Game meat, antelope, cooked, roasted",150,0,29.45,2.67,0,FALSE
173845,"Game meat, bear, raw",674,0,20.1,8.3,0,FALSE
173846,"Game meat, bear, cooked, simmered",1084,0,32.42,13.39,0,FALSE
173847,"Bison, ground, grass-fed, cooked",751,0,25.45,8.62,0,FALSE
173848,"Game meat, beefalo, composite of cuts, cooked, roasted",787,0,30.66,6.32,0,FALSE
173849,"Veal, Australian, separable fat, raw",509,0,9.91,52.17,0,FALSE
173850,"Veal, Australian, rib, rib roast, separable lean and fat, raw",201,1.15,19.6,13.1,1.15,TRUE
173851,"Game meat, bison, separable lean only, raw",456,0,21.62,1.84,0,FALSE
173852,"Game meat, bison, separable lean only, cooked, roasted",143,0,28.44,2.42,0,FALSE
173853,"Game meat, caribou, raw",531,0,22.63,3.36,0,FALSE
173854,"Game meat, caribou, cooked, roasted",699,0,29.77,4.42,0,FALSE
173855,"Game meat, deer, raw",120,0,22.96,2.42,0,FALSE
173856,"Bologna, pork",247,0.73,15.3,19.87,0.73,TRUE
173857,"Bologna, turkey",874,4.68,11.42,16.05,2.9,FALSE
173858,"Chicken spread",158,4.05,18.01,17.56,0.47,FALSE
173859,"Sausage, pork, chorizo, link or ground, raw",1237,3.78,13.63,25.1,2.84,TRUE
173860,"Corned beef loaf, jellied",153,0,22.9,6.1,0,FALSE
173861,"Dutch brand loaf, chicken, pork and beef",273,3.93,12,22.91,0.9,FALSE
173862,"Frankfurter, beef, unheated",315,2.97,11.69,28.1,1.17,FALSE
173863,"Ham, sliced, pre-packaged, deli meat (96%fat free, water added)",107,0.7,16.85,4.04,0.7,TRUE
173864,"Ham, sliced, regular (approximately 11% fat)",164,3.63,16.6,8.8,1,FALSE
173865,"Ham, minced",1100,1.84,16.28,20.68,1.84,TRUE
173866,"Ham salad spread",904,10.64,8.68,15.53,4.26,TRUE
173867,"Knackwurst, knockwurst, pork, beef",307,3.2,11.1,27.7,2.4,TRUE
173868,"Lebanon bologna, beef",172,0.44,19.03,10.44,0.44,TRUE
173869,"Liver cheese, pork",1272,2.1,15.2,25.6,1.58,TRUE
173870,"Liver sausage, liverwurst, pork",326,2.2,14.1,28.5,1.65,TRUE
173871,"Sausage, turkey, fresh, cooked",196,0,23.89,10.44,0,FALSE
173872,"Bologna, chicken, pork, beef",272,5.61,11.33,22.73,4.21,TRUE
173873,"Bologna, chicken, pork",336,4.19,10.31,30.61,3.14,TRUE
